# Calculate poset profiles, with 
#     1) basic voter pruning by upper lower bounds;
#     2) sequential exact solver.
# Python 3.10.2 on uname_result(system='Darwin', node='HP-MBP-15.local', release='21.3.0', version='Darwin Kernel Version 21.3.0: Wed Jan  5 21:37:58 PST 2022; root:xnu-8019.80.24~20/RELEASE_X86_64', machine='x86_64')
k_approval	num_candidates	num_voters	phi	rsm_pmax	batch	winners	winner_score	t_baseline_sec	winners_vp	pruned_voters	t_vp_sec	winners_cp	pruned_candidates	t_cp_sec
3	5	1000	0.5	0.2	0	(3,)	819.800000000006	1.1176011562347412	(3,)	11	1.0239880084991455	(3,)	0	1.0055570602416992
4	5	1000	0.5	0.2	0	(3,)	913.3999999999936	1.1270039081573486	(3,)	10	0.6048450469970703	(3,)	0	0.579293966293335
1	10	1000	0.1	0.2	3	(0,)	200.86761784714335	31.695019006729126	(0,)	33	12.77645492553711	(0,)	0	14.126268863677979
2	10	1000	0.1	0.2	3	(1,)	672.2000000000018	15.912034034729004	(1,)	17	10.602183818817139	(1,)	1	10.915402889251709
3	10	1000	0.1	0.2	3	(2,)	716.4999999999961	18.791754007339478	(2,)	0	16.003962755203247	(2,)	0	16.546759843826294
4	10	1000	0.1	0.2	3	(4,)	765.9999999999945	21.631251096725464	(4,)	7	20.364339351654053	(4,)	0	20.639703035354614
1	5	1000	0.5	0.2	3	(0,)	270.78710317460116	1.104733943939209	(0,)	53	0.5262908935546875	(0,)	0	0.5354528427124023
2	5	1000	0.5	0.2	3	(0,)	691.3999999999938	1.0478479862213135	(0,)	5	0.9660789966583252	(0,)	0	0.9668991565704346
3	5	1000	0.5	0.2	3	(4,)	807.6000000000068	1.073868989944458	(4,)	1	0.9953680038452148	(4,)	0	0.9842498302459717
4	5	1000	0.5	0.2	3	(3,)	905.9999999999926	1.107046127319336	(3,)	1	0.5842738151550293	(3,)	0	0.5562901496887207
1	10	1000	1.0	0.2	1	(6,)	103.04909357754497	35.63866305351257	(6,)	0	15.046208143234253	(6,)	0	15.013237953186035
2	10	1000	1.0	0.2	1	(6,)	569.1999999999991	17.59028911590576	(6,)	11	14.102827072143555	(6,)	0	14.468190908432007
3	10	1000	1.0	0.2	1	(6,)	694.299999999997	20.812736749649048	(6,)	8	19.061601161956787	(6,)	0	19.454471826553345
4	10	1000	1.0	0.2	1	(6,)	762.3999999999946	23.84621286392212	(6,)	9	22.99763011932373	(6,)	0	23.50673198699951
1	6	1000	0.5	0.2	1	(0,)	230.90495335561008	1.7411997318267822	(0,)	31	0.8237910270690918	(0,)	0	0.8900001049041748
2	6	1000	0.5	0.2	1	(0,)	648.333333333335	1.6993470191955566	(0,)	7	1.4894468784332275	(0,)	0	1.487351894378662
3	6	1000	0.5	0.2	1	(3,)	750.5	1.7301020622253418	(3,)	2	1.6519711017608643	(3,)	0	1.6084120273590088
4	6	1000	0.5	0.2	1	(3,)	838.3333333333285	1.7108039855957031	(3,)	0	1.5225980281829834	(3,)	0	1.5079638957977295
1	7	1000	0.5	0.2	1	(0,)	209.96664810065752	3.098762035369873	(0,)	23	1.4168190956115723	(0,)	0	1.4020500183105469
2	7	1000	0.5	0.2	1	(0,)	634.5714285714315	2.6310629844665527	(0,)	23	2.157010078430176	(0,)	0	2.236372947692871
3	7	1000	0.5	0.2	1	(0,)	718.8571428571472	2.795473098754883	(0,)	1	2.697279930114746	(0,)	0	2.691190004348755
4	7	1000	0.5	0.2	1	(4,)	792.8571428571383	2.9286489486694336	(4,)	1	2.8074328899383545	(4,)	0	2.789414167404175
1	10	100	0.5	0.2	1	(0,)	17.607576255492596	3.0126709938049316	(0,)	2	1.2400438785552979	(0,)	0	1.3226451873779297
2	10	100	0.5	0.2	1	(0,)	66.60000000000004	1.5451898574829102	(0,)	1	1.0479180812835693	(0,)	0	1.204869031906128
3	10	100	0.5	0.2	1	(0,)	72.39999999999995	1.7924108505249023	(0, 2)	0	1.5859830379486084	(0, 2)	0	1.6449790000915527
4	10	100	0.5	0.2	1	(6,)	78.0	2.074152946472168	(6,)	0	2.027547836303711	(6,)	0	2.0591390132904053
1	10	1000	1.0	0.2	4	(5,)	104.08208901192519	32.55034589767456	(5,)	0	13.310215950012207	(5,)	0	13.218749761581421
2	10	1000	1.0	0.2	4	(4,)	564.999999999999	16.618075847625732	(4,)	13	13.370409965515137	(4,)	0	13.563592910766602
3	10	1000	1.0	0.2	4	(6,)	684.399999999998	19.390293836593628	(6,)	0	17.783255100250244	(6,)	0	17.919524908065796
4	10	1000	1.0	0.2	4	(3,)	750.799999999994	22.36856770515442	(3,)	1	21.29480504989624	(3,)	0	21.442272901535034
1	7	1000	0.5	0.2	4	(0,)	208.98278241107874	3.094647169113159	(0,)	26	1.4008080959320068	(0,)	0	1.4177231788635254
2	7	1000	0.5	0.2	4	(0,)	632.7142857142879	2.6515839099884033	(0,)	20	2.18660306930542	(0,)	0	2.251605987548828
3	7	1000	0.5	0.2	4	(3,)	726.0000000000035	2.7732529640197754	(3,)	6	2.703129768371582	(3,)	0	2.7735769748687744
4	7	1000	0.5	0.2	4	(3,)	803.9999999999959	2.9108879566192627	(3,)	7	2.806833028793335	(3,)	0	2.8312301635742188
1	10	100	0.5	0.2	4	(0,)	19.04049884149241	3.6689178943634033	(0,)	4	1.5064501762390137	(0,)	0	1.814389944076538
2	10	100	0.5	0.2	4	(0,)	71.20000000000005	1.7346107959747314	(0,)	1	1.0774049758911133	(0,)	1	1.1969821453094482
3	10	100	0.5	0.2	4	(0,)	74.79999999999994	2.0498409271240234	(0,)	0	1.6041450500488281	(0,)	0	1.8213140964508057
4	10	100	0.5	0.2	4	(0,)	78.39999999999999	2.369227886199951	(0,)	0	2.1248550415039062	(0,)	0	2.286237955093384
1	10	10	0.5	0.2	1	(0,)	2.1363636363636367	0.1405491828918457	(0,)	1	0.0488581657409668	(0,)	0	0.05166006088256836
2	10	10	0.5	0.2	1	(5,)	6.2	0.09190106391906738	(5,)	0	0.054711103439331055	(5,)	2	0.053755760192871094
3	10	10	0.5	0.2	1	(5,)	8.3	0.10156130790710449	(5,)	0	0.07185697555541992	(5,)	1	0.08259105682373047
4	10	10	0.5	0.2	1	(8,)	8.799999999999999	0.11131787300109863	(8,)	0	0.08721208572387695	(8,)	0	0.10280799865722656
1	6	1000	0.5	0.2	0	(0,)	239.53841344439832	1.8155238628387451	(0,)	47	0.8370449542999268	(0,)	0	0.8560409545898438
2	6	1000	0.5	0.2	0	(0,)	651.3333333333342	1.6546711921691895	(0,)	16	1.4339168071746826	(0,)	0	1.4554469585418701
3	6	1000	0.5	0.2	0	(3,)	749.0	1.7168197631835938	(3,)	0	1.6956899166107178	(3,)	0	1.6516399383544922
4	6	1000	0.5	0.2	0	(4,)	841.3333333333292	1.7431108951568604	(4,)	0	1.5567638874053955	(4,)	0	1.565384864807129
1	10	10	0.5	0.2	4	(2,)	1.548828127164291	0.4313981533050537	(2,)	0	0.19531702995300293	(2,)	0	0.1905529499053955
2	10	10	0.5	0.2	4	(3, 5)	7.6000000000000005	0.19894886016845703	(3, 5)	0	0.12248396873474121	(3, 5)	4	0.09201526641845703
3	10	10	0.5	0.2	4	(4,)	8.299999999999999	0.2359600067138672	(4,)	0	0.1806960105895996	(4,)	3	0.14646196365356445
4	10	10	0.5	0.2	4	(4,)	9.4	0.2749340534210205	(4,)	0	0.2130260467529297	(4,)	2	0.21327590942382812
1	6	1000	0.5	0.2	3	(0,)	230.36865958115877	1.7623028755187988	(0,)	23	0.8281071186065674	(0,)	0	0.837958812713623
2	6	1000	0.5	0.2	3	(0,)	642.3333333333336	1.5831477642059326	(0,)	9	1.4322428703308105	(0,)	0	1.4216718673706055
3	6	1000	0.5	0.2	3	(4,)	750.5	1.6507880687713623	(4,)	2	1.6282439231872559	(4,)	0	1.5957322120666504
4	6	1000	0.5	0.2	3	(4,)	841.9999999999952	1.683701992034912	(4,)	5	1.5019960403442383	(4,)	0	1.4836432933807373
1	8	1000	0.5	0.2	1	(0,)	193.58997744996125	5.832812786102295	(0,)	32	2.485679864883423	(0,)	0	2.6424098014831543
2	8	1000	0.5	0.2	1	(1,)	628.75	4.409901142120361	(1,)	10	3.387098789215088	(1,)	0	3.6070969104766846
3	8	1000	0.5	0.2	1	(3,)	712.5	4.819744825363159	(3,)	7	4.44788932800293	(3,)	0	4.5292181968688965
4	8	1000	0.5	0.2	1	(3,)	777.0	5.156278848648071	(3,)	4	4.983036994934082	(3,)	0	5.048240900039673
1	8	1000	0.5	0.2	4	(0,)	182.5795803579519	5.698577880859375	(0,)	3	2.545328140258789	(0,)	0	2.583466053009033
2	8	1000	0.5	0.2	4	(1,)	626.5	4.289030075073242	(1,)	19	3.3705649375915527	(1,)	0	3.571367025375366
3	8	1000	0.5	0.2	4	(1,)	709.75	4.680553197860718	(1,)	10	4.384321928024292	(1,)	0	4.496968984603882
4	8	1000	0.5	0.2	4	(1,)	769.0	5.075609922409058	(1,)	0	4.841300010681152	(1,)	0	4.843616962432861
1	9	1000	0.5	0.2	1	(0,)	180.8478473637848	12.338897228240967	(0,)	23	5.269080877304077	(0,)	0	5.563038110733032
2	9	1000	0.5	0.2	1	(2,)	630.1111111111094	7.743805408477783	(2,)	0	5.646232843399048	(2,)	0	6.083121061325073
3	9	1000	0.5	0.2	1	(2,)	710.666666666669	8.777076959609985	(2,)	17	7.7269837856292725	(2,)	0	8.13015866279602
4	9	1000	0.5	0.2	1	(2,)	765.2222222222266	9.748966932296753	(2,)	1	9.170222043991089	(2,)	0	9.302084684371948
1	9	1000	0.5	0.2	4	(0,)	177.66844404177763	11.962487936019897	(0,)	22	4.952441215515137	(0,)	0	5.180713891983032
2	9	1000	0.5	0.2	4	(0,)	628.2222222222197	7.547173023223877	(0,)	24	5.535967826843262	(0,)	0	5.964993000030518
3	9	1000	0.5	0.2	4	(5,)	688.3333333333347	8.471062660217285	(5,)	2	7.827099800109863	(5,)	0	7.879107236862183
4	9	1000	0.5	0.2	4	(5,)	767.1111111111152	9.413053035736084	(5,)	7	8.9788978099823	(5,)	0	9.110129833221436
1	10	1000	0.5	0.2	2	(1,)	165.80953207826383	31.979405164718628	(1,)	1	13.906725883483887	(1,)	0	14.676560163497925
2	10	1000	0.5	0.2	2	(0,)	637.4000000000009	16.532490015029907	(0,)	8	11.062282800674438	(0,)	0	12.069705963134766
3	10	1000	0.5	0.2	2	(3,)	702.8999999999977	19.130499124526978	(3,)	7	16.241374969482422	(3,)	0	16.694710969924927
4	10	1000	0.5	0.2	2	(4,)	758.9999999999947	22.042653799057007	(4,)	0	20.898478031158447	(4,)	0	21.104490041732788
1	10	1000	0.1	0.2	2	(0,)	202.58269575096864	35.91559290885925	(0,)	34	14.85896611213684	(0,)	0	16.183165788650513
2	10	1000	0.1	0.2	2	(1,)	685.600000000002	17.430032968521118	(1,)	37	11.222092151641846	(1,)	1	11.847398042678833
3	10	1000	0.1	0.2	2	(1,)	728.3999999999976	20.67294692993164	(1,)	3	17.466020107269287	(1,)	0	18.24435782432556
4	10	1000	0.1	0.2	2	(5,)	768.7999999999944	23.86392903327942	(5,)	0	22.308010816574097	(5,)	0	22.593398094177246
1	10	1000	1.0	0.2	0	(5,)	104.00117281281553	32.38462805747986	(5,)	0	12.997236967086792	(5,)	0	12.989586114883423
2	10	1000	1.0	0.2	0	(0,)	563.5999999999993	16.346674919128418	(0,)	0	13.223374843597412	(0,)	0	13.480634212493896
3	10	1000	1.0	0.2	0	(9,)	682.2999999999976	19.134490966796875	(9,)	4	17.76669692993164	(9,)	0	17.938037157058716
4	10	1000	1.0	0.2	0	(5,)	750.7999999999947	21.98109483718872	(5,)	0	21.58406925201416	(5,)	0	21.3854398727417
1	5	1000	0.5	0.2	2	(0,)	263.28010822510674	1.0742359161376953	(0,)	39	0.5256738662719727	(0,)	0	0.5335988998413086
2	5	1000	0.5	0.2	2	(0,)	695.9999999999935	1.0252768993377686	(0,)	2	0.9481420516967773	(0,)	0	0.9464859962463379
3	5	1000	0.5	0.2	2	(0,)	807.0000000000072	1.062985897064209	(0,)	1	1.0085318088531494	(0,)	0	0.9830799102783203
4	5	1000	0.5	0.2	2	(3,)	905.1999999999923	1.0784289836883545	(3,)	1	0.5941891670227051	(3,)	0	0.557020902633667
1	7	1000	0.5	0.2	0	(0,)	201.14689194578474	3.0129151344299316	(0,)	19	1.3499350547790527	(0,)	0	1.3902668952941895
2	7	1000	0.5	0.2	0	(0,)	617.857142857144	2.5493969917297363	(0,)	9	2.1082820892333984	(0,)	0	2.1530380249023438
3	7	1000	0.5	0.2	0	(5,)	715.8571428571462	2.7610440254211426	(5,)	9	2.6088016033172607	(5,)	0	2.6209239959716797
4	7	1000	0.5	0.2	0	(5,)	801.1428571428531	2.8236498832702637	(5,)	14	2.6971049308776855	(5,)	0	2.700840950012207
1	10	1000	1.0	0.2	3	(4,)	104.89389872231457	31.937768936157227	(4,)	0	13.378619909286499	(4,)	0	13.453553915023804
2	10	1000	1.0	0.2	3	(4,)	562.5999999999983	16.219215154647827	(4,)	17	12.78633999824524	(4,)	0	13.069413900375366
3	10	1000	1.0	0.2	3	(4,)	679.3999999999982	19.177014112472534	(4,)	5	17.623101949691772	(4,)	0	17.767279148101807
4	10	1000	1.0	0.2	3	(4,)	754.1999999999948	21.75932478904724	(4,)	9	20.89821696281433	(4,)	0	21.16093897819519
1	7	1000	0.5	0.2	3	(0,)	214.1902522350515	3.1466140747070312	(0,)	37	1.374394178390503	(0,)	0	1.4200854301452637
2	7	1000	0.5	0.2	3	(0,)	633.5714285714306	2.6500210762023926	(0,)	18	2.2345690727233887	(0,)	0	2.2860190868377686
3	7	1000	0.5	0.2	3	(3,)	717.0000000000044	2.821218729019165	(3,)	2	2.7129101753234863	(3,)	0	2.7096009254455566
4	7	1000	0.5	0.2	3	(6,)	798.9999999999961	2.985198974609375	(6,)	0	2.896515130996704	(6,)	0	2.8670310974121094
1	10	100	0.5	0.2	3	(0,)	16.881164887602853	2.472799062728882	(0,)	1	0.9651291370391846	(0,)	0	1.0173897743225098
2	10	100	0.5	0.2	3	(4,)	68.80000000000003	1.3547790050506592	(4,)	2	0.9338490962982178	(4,)	1	0.9520280361175537
3	10	100	0.5	0.2	3	(4,)	78.69999999999995	1.5558981895446777	(4,)	8	1.265028953552246	(4,)	0	1.407343864440918
4	10	100	0.5	0.2	3	(4,)	82.6	1.758512258529663	(4,)	7	1.5699889659881592	(4,)	0	1.7004799842834473
1	10	100	0.5	0.2	0	(0,)	18.329407381845343	2.671812057495117	(0,)	4	1.1033070087432861	(0,)	0	1.169525146484375
2	10	100	0.5	0.2	0	(1,)	66.20000000000005	1.3722119331359863	(1,)	1	0.9331381320953369	(1,)	0	1.0456159114837646
3	10	100	0.5	0.2	0	(6,)	71.59999999999998	1.6049001216888428	(6,)	0	1.3430969715118408	(6,)	0	1.4639122486114502
4	10	100	0.5	0.2	0	(6,)	79.8	1.8473880290985107	(6,)	3	1.6411771774291992	(6,)	0	1.7532379627227783
1	10	10	0.5	0.2	0	(0,)	3.032222222222223	0.2817878723144531	(0,)	2	0.09641766548156738	(0,)	2	0.10725975036621094
2	10	10	0.5	0.2	0	(0,)	8.399999999999999	0.15773391723632812	(0,)	1	0.08835315704345703	(0,)	5	0.06888985633850098
3	10	10	0.5	0.2	0	(6,)	10.0	0.18000531196594238	(6,)	0	0.13070297241210938	(6,)	3	0.12395286560058594
4	10	10	0.5	0.2	0	(6,)	10.0	0.2041628360748291	(6,)	0	0.1685953140258789	(6,)	2	0.1582179069519043
1	10	10	0.5	0.2	3	(4,)	1.9766510435790554	0.5335009098052979	(4,)	0	0.25809383392333984	(4,)	0	0.28240180015563965
2	10	10	0.5	0.2	3	(2,)	7.6000000000000005	0.25902891159057617	(2,)	0	0.1511993408203125	(2,)	4	0.12571096420288086
3	10	10	0.5	0.2	3	(2,)	7.8999999999999995	0.30805087089538574	(2,)	0	0.2723560333251953	(2,)	0	0.2732410430908203
4	10	10	0.5	0.2	3	(8,)	8.8	0.3568711280822754	(8,)	0	0.32242393493652344	(8,)	0	0.3501918315887451
1	6	1000	0.5	0.2	2	(0,)	236.20331009146693	1.8235249519348145	(0,)	47	0.8351378440856934	(0,)	0	0.8420562744140625
2	6	1000	0.5	0.2	2	(0,)	643.3333333333339	1.6516900062561035	(0,)	8	1.4397649765014648	(0,)	0	1.4360418319702148
3	6	1000	0.5	0.2	2	(4,)	753.0	1.7158441543579102	(4,)	2	1.672523021697998	(4,)	0	1.6345019340515137
4	6	1000	0.5	0.2	2	(4,)	845.6666666666623	1.7708189487457275	(4,)	6	1.5426912307739258	(4,)	0	1.5299978256225586
1	8	1000	0.5	0.2	0	(0,)	195.1482324799526	6.127826929092407	(0,)	27	2.6234896183013916	(0,)	0	2.7445929050445557
2	8	1000	0.5	0.2	0	(0,)	643.5	4.555707216262817	(0,)	28	3.5077712535858154	(0,)	0	3.7224960327148438
3	8	1000	0.5	0.2	0	(0,)	712.75	4.995791912078857	(0,)	4	4.699808835983276	(0,)	0	4.695365905761719
4	8	1000	0.5	0.2	0	(4,)	779.5	5.3386688232421875	(4,)	6	5.1319849491119385	(4,)	0	5.195873022079468
1	8	1000	0.5	0.2	3	(0,)	192.71518608946897	5.979173183441162	(0,)	29	2.545984983444214	(0,)	0	2.7215323448181152
2	8	1000	0.5	0.2	3	(0,)	616.5	4.488420248031616	(0,)	0	3.490323781967163	(0,)	0	3.643813133239746
3	8	1000	0.5	0.2	3	(4,)	705.875	4.958355188369751	(4,)	1	4.536920070648193	(4,)	0	4.6029088497161865
4	8	1000	0.5	0.2	3	(4,)	776.5	5.2980828285217285	(4,)	1	5.0877439975738525	(4,)	0	5.108129978179932
1	9	1000	0.5	0.2	0	(0,)	184.69483459840922	12.825742959976196	(0,)	30	5.3717968463897705	(0,)	0	5.740397691726685
2	9	1000	0.5	0.2	0	(0,)	638.333333333331	7.956575870513916	(0,)	22	5.73881983757019	(0,)	0	6.238745212554932
3	9	1000	0.5	0.2	0	(0,)	699.0000000000018	8.98763108253479	(0,)	3	8.229185581207275	(0,)	0	8.343722105026245
4	9	1000	0.5	0.2	0	(4,)	758.5555555555599	10.006979703903198	(4,)	7	9.616973161697388	(4,)	0	9.65552806854248
1	9	1000	0.5	0.2	3	(0,)	181.58504912611593	12.944934844970703	(0,)	18	5.61693000793457	(0,)	0	5.7796618938446045
2	9	1000	0.5	0.2	3	(1,)	632.8888888888857	8.075253963470459	(1,)	5	5.966745138168335	(1,)	0	6.318454027175903
3	9	1000	0.5	0.2	3	(2,)	702.6666666666694	9.099539041519165	(2,)	1	8.264760971069336	(2,)	0	8.389918804168701
4	9	1000	0.5	0.2	3	(4,)	761.8888888888935	10.12983226776123	(4,)	1	9.78053879737854	(4,)	0	9.881131887435913
1	10	1000	0.5	0.2	1	(0,)	173.67100807222292	33.34454870223999	(0,)	23	14.34156322479248	(0,)	0	14.863271236419678
2	10	1000	0.5	0.2	1	(0,)	656.2000000000014	16.595116138458252	(0,)	28	11.422788143157959	(0,)	0	12.456083059310913
3	10	1000	0.5	0.2	1	(3,)	716.5999999999974	19.67968988418579	(3,)	5	17.064539909362793	(3,)	0	17.547917127609253
4	10	1000	0.5	0.2	1	(3,)	766.7999999999946	22.486520051956177	(3,)	9	21.12437605857849	(3,)	0	21.42446494102478
1	10	1000	0.1	0.2	1	(0,)	197.87968607901408	33.62455081939697	(0,)	25	14.011059761047363	(0,)	0	14.889409065246582
2	10	1000	0.1	0.2	1	(1,)	674.0000000000018	16.734228134155273	(1,)	30	10.94107985496521	(1,)	1	11.278199195861816
3	10	1000	0.1	0.2	1	(3,)	717.7999999999968	19.622033834457397	(3,)	1	16.834707975387573	(3,)	0	17.46171498298645
4	10	1000	0.1	0.2	1	(6,)	773.7999999999951	22.688759088516235	(6,)	11	21.242535829544067	(6,)	0	21.711273908615112
1	5	1000	0.5	0.2	1	(0,)	264.07060606060463	1.0889029502868652	(0,)	36	0.5223538875579834	(0,)	0	0.5304379463195801
2	5	1000	0.5	0.2	1	(1,)	688.5999999999941	1.0765137672424316	(1,)	7	1.040067195892334	(1,)	0	0.9510998725891113
3	5	1000	0.5	0.2	1	(1,)	809.4000000000066	1.0733990669250488	(1,)	3	1.0008668899536133	(1,)	0	0.9808151721954346
4	5	1000	0.5	0.2	1	(4,)	908.1999999999935	1.0901191234588623	(4,)	3	0.5816090106964111	(4,)	0	0.5512778759002686
1	10	1000	0.5	0.2	4	(0,)	174.86507118937686	34.35657095909119	(0,)	22	13.944657325744629	(0,)	0	15.183680534362793
2	10	1000	0.5	0.2	4	(0,)	668.8000000000013	17.100717067718506	(0,)	16	14.027522087097168	(0,)	0	12.573700189590454
3	10	1000	0.5	0.2	4	(2,)	718.8999999999977	19.834941148757935	(2,)	1	17.019947052001953	(2,)	0	17.841389894485474
4	10	1000	0.5	0.2	4	(2,)	768.199999999995	22.939543962478638	(2,)	9	21.659350872039795	(2,)	0	22.109519004821777
1	10	1000	0.1	0.2	4	(0,)	195.2255457063207	32.06977081298828	(0,)	32	13.451114892959595	(0,)	0	14.736916780471802
2	10	1000	0.1	0.2	4	(1,)	653.8000000000013	16.26241683959961	(1,)	16	10.661106824874878	(1,)	0	11.791742086410522
3	10	1000	0.1	0.2	4	(3,)	710.199999999998	19.114637851715088	(3,)	11	16.302388191223145	(3,)	0	17.067589044570923
4	10	1000	0.1	0.2	4	(3,)	757.5999999999949	21.970263957977295	(3,)	2	20.466212034225464	(3,)	0	20.97548007965088
1	10	1000	1.0	0.2	2	(6,)	106.12147739858294	34.013659954071045	(6,)	3	14.114190101623535	(6,)	0	14.080481052398682
2	10	1000	1.0	0.2	2	(8,)	584.7999999999995	16.975104093551636	(8,)	34	13.306002855300903	(8,)	0	13.809907913208008
3	10	1000	1.0	0.2	2	(8,)	703.1999999999974	19.966028213500977	(8,)	9	18.120574951171875	(8,)	0	18.58136510848999
4	10	1000	1.0	0.2	2	(6,)	768.5999999999948	23.019497871398926	(6,)	2	21.962757110595703	(6,)	0	22.350028038024902
1	5	1000	0.5	0.2	4	(0,)	269.920158730157	1.1047422885894775	(0,)	38	0.5310320854187012	(0,)	0	0.5451602935791016
2	5	1000	0.5	0.2	4	(0,)	686.3999999999941	1.0474722385406494	(0,)	0	0.955970048904419	(0,)	0	0.9437181949615479
3	5	1000	0.5	0.2	4	(2,)	811.4000000000065	1.1060609817504883	(2,)	5	1.0203619003295898	(2,)	0	1.0019991397857666
4	5	1000	0.5	0.2	4	(2,)	907.1999999999925	1.1183106899261475	(2,)	0	0.5928890705108643	(2,)	0	0.5654857158660889
1	7	1000	0.5	0.2	2	(0,)	211.47124885098455	3.1646478176116943	(0,)	33	1.405864953994751	(0,)	0	1.4596638679504395
2	7	1000	0.5	0.2	2	(0,)	644.4285714285733	2.676547050476074	(0,)	20	2.1375696659088135	(0,)	0	2.2586019039154053
3	7	1000	0.5	0.2	2	(0,)	728.1428571428612	2.867554187774658	(0,)	12	2.70316219329834	(0,)	0	2.729250192642212
4	7	1000	0.5	0.2	2	(0,)	796.8571428571385	2.974047899246216	(0,)	4	2.898648977279663	(0,)	0	2.8702049255371094
1	10	100	0.5	0.2	2	(0,)	18.441695123233153	3.722933053970337	(0,)	4	1.5238721370697021	(0,)	0	1.5744280815124512
2	10	100	0.5	0.2	2	(0,)	67.80000000000005	1.848114013671875	(0,)	1	1.1830449104309082	(0,)	0	1.3837051391601562
3	10	100	0.5	0.2	2	(4,)	75.69999999999996	2.183784008026123	(4,)	1	1.8241291046142578	(4,)	0	1.942655086517334
4	10	100	0.5	0.2	2	(4,)	82.60000000000001	2.507211923599243	(4,)	1	2.2604501247406006	(4,)	0	2.342228889465332
1	6	1000	0.5	0.2	4	(0,)	234.60117821992714	1.84946608543396	(0,)	25	0.8474860191345215	(0,)	0	0.8810722827911377
2	6	1000	0.5	0.2	4	(0,)	650.3333333333334	1.6648759841918945	(0,)	12	1.4890623092651367	(0,)	0	1.4779813289642334
3	6	1000	0.5	0.2	4	(3,)	753.5	1.731816053390503	(3,)	5	1.6744771003723145	(3,)	0	1.664247989654541
4	6	1000	0.5	0.2	4	(3,)	844.6666666666615	1.7792749404907227	(3,)	7	1.5585548877716064	(3,)	0	1.542382001876831
1	10	10	0.5	0.2	2	(1,)	2.0575139146567714	0.22795701026916504	(1,)	0	0.07381987571716309	(1,)	0	0.07484292984008789
2	10	10	0.5	0.2	2	(1,)	9.2	0.1357743740081787	(1,)	1	0.06285715103149414	(1,)	8	0.031276702880859375
3	10	10	0.5	0.2	2	(1,)	9.3	0.15219879150390625	(1,)	0	0.11349701881408691	(1,)	4	0.09026718139648438
4	10	10	0.5	0.2	2	(1,)	9.4	0.17010974884033203	(1,)	0	0.1603240966796875	(1,)	1	0.15286898612976074
1	9	1000	0.5	0.2	2	(0,)	184.20349527953312	13.479819059371948	(0,)	30	5.557788848876953	(0,)	0	5.925949811935425
2	9	1000	0.5	0.2	2	(0,)	641.6666666666642	8.288527011871338	(0,)	18	5.982896327972412	(0,)	0	6.47481894493103
3	9	1000	0.5	0.2	2	(0,)	701.0000000000022	9.384082794189453	(0,)	9	8.53862714767456	(0,)	0	8.60988998413086
4	9	1000	0.5	0.2	2	(7,)	759.6666666666705	10.507565021514893	(7,)	1	10.103738069534302	(7,)	0	10.133328914642334
