# Calculate poset profiles, with 
#     1) basic voter pruning by upper lower bounds;
#     2) sequential exact solver.
# Python 3.10.2 on uname_result(system='Darwin', node='HP-MBP-15.local', release='21.3.0', version='Darwin Kernel Version 21.3.0: Wed Jan  5 21:37:58 PST 2022; root:xnu-8019.80.24~20/RELEASE_X86_64', machine='x86_64')
k_approval	num_candidates	num_voters	batch	co-winners	winner_score	t_baseline_sec	co-winners_pruning	score_upper	score_lower	computed_voters	t_quick_bounds_sec	t_total_s
2	8	1000	4	(6,)	589.25	4.653449058532715	(6,)	589.25	589.25	1000	0.05583000183105469	3.8753700256347656
3	8	1000	4	(6,)	702.875	5.0547308921813965	(6,)	702.875	700.875	998	0.05651211738586426	4.812676906585693
4	8	1000	4	(7,)	779.5	5.44334602355957	(7,)	781.0	775.0	994	0.05618691444396973	5.247820138931274
1	10	10	0	(3,)	1.816774193548387	0.32094788551330566	(3,)	1.8167741935483863	1.816774193548387	10	0.0007238388061523438	0.14844298362731934
2	10	10	0	(3,)	7.6000000000000005	0.16064691543579102	(3,)	8.399999999999999	7.4	9	0.0007178783416748047	0.1267399787902832
3	10	10	0	(2, 3, 4)	7.8999999999999995	0.1925220489501953	(2, 3, 4)	7.900000000000001	7.900000000000001	10	0.0007352828979492188	0.18062615394592285
4	10	10	0	(2, 4)	8.200000000000001	0.22126102447509766	(2, 3, 4)	8.200000000000001	8.200000000000001	10	0.0007259845733642578	0.2134408950805664
1	10	10	1	(7,)	1.6367647058823527	0.21708893775939941	(5,)	1.4333333333333336	1.4333333333333336	10	0.0007040500640869141	0.07853507995605469
2	10	10	1	(7,)	6.6000000000000005	0.12566804885864258	(7,)	6.6	6.6000000000000005	10	0.0006940364837646484	0.09359407424926758
3	10	10	1	(5,)	8.6	0.1423799991607666	(5,)	8.600000000000001	8.6	10	0.0006928443908691406	0.11539196968078613
4	10	10	1	(5,)	8.8	0.16121792793273926	(5,)	8.8	8.8	10	0.0007033348083496094	0.15085625648498535
1	10	10	2	(2,)	1.5066666666666673	0.22742509841918945	(2,)	1.506666666666666	1.5066666666666673	10	0.0006778240203857422	0.1062319278717041
2	10	10	2	(9,)	7.4	0.13175487518310547	(9,)	7.3999999999999995	7.4	10	0.0006830692291259766	0.1072547435760498
3	10	10	2	(6,)	7.8999999999999995	0.15020489692687988	(6,)	7.900000000000001	7.8999999999999995	10	0.0006830692291259766	0.13084912300109863
4	10	10	2	(9,)	8.799999999999999	0.16894316673278809	(9,)	8.8	8.799999999999999	10	0.0006818771362304688	0.1669468879699707
1	10	10	3	(8,)	1.4685714285714289	0.15299510955810547	(8,)	1.4685714285714275	1.4685714285714289	10	0.0006020069122314453	0.06025290489196777
2	10	10	3	(1, 2)	6.0	0.08709025382995605	(1, 2)	5.999999999999999	5.999999999999999	10	0.0006499290466308594	0.05933117866516113
3	10	10	3	(7,)	7.9	0.09763216972351074	(7,)	7.900000000000001	7.9	10	0.0006477832794189453	0.08527493476867676
4	10	10	3	(7,)	8.2	0.10785722732543945	(7,)	8.200000000000001	8.2	10	0.0006351470947265625	0.09356904029846191
1	10	10	4	(0,)	1.438035331905781	0.21440792083740234	(0,)	1.4380353319057806	1.438035331905781	10	0.0007359981536865234	0.07396602630615234
2	10	10	4	(2,)	7.6000000000000005	0.11460494995117188	(2,)	7.599999999999999	7.6000000000000005	10	0.0007319450378417969	0.07696914672851562
3	10	10	4	(2, 9)	7.8999999999999995	0.12955212593078613	(2, 9)	7.900000000000001	7.900000000000001	10	0.0007321834564208984	0.11015129089355469
4	10	10	4	(2,)	8.200000000000001	0.14787912368774414	(2, 9)	8.200000000000001	8.200000000000001	10	0.0008399486541748047	0.13494300842285156
1	10	10000	0	(7,)	1028.3690758512203	332.88990592956543	(7,)	1042.8532281084767	1025.853228108255	9967	0.9442708492279053	138.50631594657898
2	10	10000	0	(2,)	5497.799999999586	167.95009899139404	(2,)	5512.999999999835	5479.99999999959	9963	0.9444799423217773	135.35021591186523
3	10	10000	0	(1,)	6735.1000000004615	196.23296689987183	(1, 2)	6735.0999999990145	6735.0999999990145	10000	0.7386050224304199	182.3025939464569
4	10	10000	0	(1,)	7448.799999999505	226.2773938179016	(1, 2, 8)	7448.79999999856	7448.79999999856	10000	0.9654378890991211	220.3633348941803
1	10	10000	1	(2,)	1015.5388855503005	321.6439743041992	(2,)	1015.53888555054	1015.5388855503006	10000	0.9322233200073242	131.75648832321167
2	10	10000	1	(4,)	5464.799999999598	164.10328197479248	(4,)	5475.9999999998045	5452.999999999601	9973	0.961188793182373	133.00396299362183
3	10	10000	1	(4,)	6706.700000000464	191.1215307712555	(4,)	6708.799999999027	6700.800000000463	9991	0.9524450302124023	177.8990969657898
4	10	10000	1	(1,)	7437.399999999512	219.15611505508423	(1,)	7437.9999999985575	7435.999999999512	9998	0.933448076248169	213.08060121536255
1	10	10000	2	(7,)	1018.5219814279257	329.9082911014557	(7,)	1022.5373660435379	1017.5373660433102	9995	0.7452969551086426	138.02432107925415
2	10	10000	2	(0,)	5472.5999999996	166.9707419872284	(0,)	5478.999999999785	5462.999999999602	9983	0.9322831630706787	134.6751410961151
3	10	10000	2	(8,)	6719.20000000045	196.2217710018158	(8,)	6719.199999999081	6719.200000000452	10000	0.9453048706054688	181.55400776863098
4	10	10000	2	(8,)	7475.599999999513	225.37365007400513	(8,)	7480.999999998587	7452.999999999516	9971	0.9431936740875244	217.643709897995
1	10	10000	3	(2,)	1023.6544813937895	344.37394881248474	(2,)	1023.6544813940486	1023.6544813937895	10000	0.9680168628692627	139.54202699661255
2	10	10000	3	(4,)	5487.399999999608	172.7842152118683	(4, 5)	5487.399999999808	5487.399999999808	10000	0.7439448833465576	140.07824993133545
3	10	10000	3	(4,)	6726.6000000004515	202.83837604522705	(4,)	6732.899999999078	6713.900000000451	9981	0.9609389305114746	187.42062902450562
4	10	10000	3	(4,)	7476.799999999495	234.04115414619446	(4,)	7480.39999999859	7466.399999999496	9986	0.7443680763244629	224.79985809326172
1	10	10000	4	(0,)	1016.6063237799682	328.80343198776245	(0,)	1023.0963272512183	1015.0963272509852	9992	0.7403519153594971	137.04186487197876
2	10	10000	4	(7,)	5471.19999999961	167.36152482032776	(7,)	5475.199999999728	5468.199999999611	9992	0.757565975189209	135.4457311630249
3	10	10000	4	(9,)	6731.900000000458	197.11938500404358	(7, 9)	6731.899999999057	6731.899999999057	10000	0.9626328945159912	182.25135111808777
4	10	10000	4	(9,)	7471.199999999499	225.08614492416382	(7, 9)	7471.19999999858	7471.19999999858	10000	0.7521321773529053	217.52110314369202
1	10	1000	0	(4,)	102.3367714133423	29.133914947509766	(4,)	102.33677141334888	102.3367714133423	999	0.1998763084411621	12.231506109237671
2	10	1000	0	(5,)	565.3999999999985	15.185821771621704	(5,)	566.2000000000178	565.1999999999987	999	0.07259202003479004	12.054430961608887
3	10	1000	0	(3,)	683.8999999999983	17.803640842437744	(3,)	683.8999999999821	682.8999999999983	999	0.07189106941223145	16.36603808403015
4	10	1000	0	(6,)	757.5999999999949	20.376149892807007	(6,)	758.1999999999916	753.1999999999948	995	0.07238388061523438	19.591558694839478
1	10	1000	1	(2,)	105.93301463546752	32.00699782371521	(2,)	107.63301463547484	105.63301463546752	996	0.07424616813659668	12.984403133392334
2	10	1000	1	(6,)	563.1999999999982	16.248713970184326	(6,)	568.0000000000173	551.999999999998	984	0.11331391334533691	12.846910953521729
3	10	1000	1	(6,)	676.7999999999985	18.98015594482422	(6,)	676.7999999999824	674.7999999999985	998	0.07161879539489746	17.41363787651062
4	10	1000	1	(6,)	749.3999999999949	21.994301080703735	(6,)	749.3999999999912	748.3999999999949	999	0.07143402099609375	20.875290155410767
1	10	1000	2	(4,)	103.80634856032961	33.90749001502991	(4, 8)	103.80634856033613	103.80634856033613	1000	0.11245965957641602	14.658512830734253
2	10	1000	2	(9,)	554.7999999999981	17.187255144119263	(9,)	555.6000000000176	553.5999999999981	996	0.11210918426513672	13.779966354370117
3	10	1000	2	(9,)	679.6999999999985	20.408719062805176	(9,)	681.7999999999824	673.7999999999986	990	0.07398295402526855	18.635665893554688
4	10	1000	2	(9,)	755.5999999999948	23.372673749923706	(9,)	756.1999999999912	752.1999999999948	996	0.07200074195861816	22.411725759506226
1	10	1000	3	(9,)	106.84214136129556	34.373412132263184	(9,)	106.84214136130231	106.84214136129556	997	0.07347726821899414	14.078821182250977
2	10	1000	3	(5,)	564.1999999999987	17.139880895614624	(5,)	566.6000000000172	560.5999999999985	990	0.07334089279174805	13.675636053085327
3	10	1000	3	(8,)	692.2999999999969	20.10775589942932	(8,)	692.2999999999827	691.2999999999969	999	0.07347702980041504	18.54814887046814
4	10	1000	3	(3,)	759.5999999999949	23.221196174621582	(3,)	759.5999999999916	759.5999999999948	1000	0.0731649398803711	22.225705862045288
1	10	1000	4	(3,)	104.94013128481124	32.97605299949646	(3,)	104.94013128481775	104.94013128481124	1000	0.07411003112792969	13.3388090133667
2	10	1000	4	(3,)	562.5999999999989	16.43426203727722	(3,)	565.000000000018	556.9999999999987	991	0.07644295692443848	13.02832579612732
3	10	1000	4	(0,)	681.9999999999975	19.15914487838745	(0,)	681.9999999999827	680.9999999999975	999	0.11228585243225098	17.936609983444214
4	10	1000	4	(7,)	753.7999999999951	22.08653712272644	(6, 7)	753.7999999999913	753.7999999999913	1000	0.07360005378723145	21.192476987838745
1	5	1000	0	(2,)	206.47666666666572	1.0735540390014648	(2,)	207.276666666671	206.27666666666573	999	0.06951570510864258	0.5891237258911133
2	5	1000	0	(0,)	673.399999999994	1.0298759937286377	(0,)	678.1999999999894	666.199999999994	988	0.036837100982666016	0.9452431201934814
3	5	1000	0	(0,)	803.6000000000068	1.0569589138031006	(0, 1)	803.6000000000108	803.6000000000108	1000	0.03702998161315918	0.9779438972473145
4	5	1000	0	(0,)	904.7999999999925	1.070167064666748	(0, 1)	904.7999999999784	904.7999999999784	1000	0.037241220474243164	0.5682828426361084
1	5	1000	1	(2,)	204.76015873015746	1.1064109802246094	(2,)	206.96015873016327	203.96015873015747	996	0.03705096244812012	0.5740258693695068
2	5	1000	1	(1,)	682.7999999999947	1.0479397773742676	(1,)	685.79999999999	674.7999999999948	989	0.07192611694335938	1.0356221199035645
3	5	1000	1	(1,)	814.2000000000062	1.0811421871185303	(1,)	815.0000000000101	811.0000000000067	996	0.03721809387207031	0.9986670017242432
4	5	1000	1	(1,)	910.599999999994	1.1043908596038818	(1,)	910.9999999999798	907.9999999999891	995	0.03740572929382324	0.5826418399810791
1	5	1000	2	(4,)	205.97304473304374	1.0931780338287354	(4,)	209.573044733048	204.57304473304376	993	0.03730416297912598	0.5661482810974121
2	5	1000	2	(2,)	676.5999999999939	1.0410499572753906	(2,)	676.5999999999891	676.5999999999937	1000	0.03650021553039551	0.9888229370117188
3	5	1000	2	(1,)	806.4000000000066	1.0813989639282227	(0, 1)	806.4000000000108	806.4000000000108	1000	0.03702712059020996	0.9939429759979248
4	5	1000	2	(0,)	906.7999999999931	1.0817437171936035	(0,)	906.9999999999789	905.9999999999895	999	0.03703713417053223	0.5817430019378662
1	5	1000	3	(0,)	208.8684126984121	1.122819185256958	(0,)	212.66841269841564	207.66841269841214	993	0.06925582885742188	0.6080789566040039
2	5	1000	3	(4,)	679.7999999999944	1.0864861011505127	(4,)	683.9999999999899	671.9999999999944	986	0.038368940353393555	0.9793961048126221
3	5	1000	3	(4,)	809.2000000000064	1.111057996749878	(4,)	809.6000000000103	806.6000000000068	996	0.03886127471923828	1.0091540813446045
4	5	1000	3	(4,)	909.5999999999935	1.1195921897888184	(4,)	909.7999999999795	906.7999999999894	994	0.037719011306762695	0.5948700904846191
1	5	1000	4	(0,)	203.7162987012982	1.1457488536834717	(0,)	203.71629870130042	203.7162987012982	999	0.03990483283996582	0.5763967037200928
2	5	1000	4	(0,)	688.5999999999943	1.070073127746582	(0,)	688.5999999999898	687.5999999999942	999	0.037950992584228516	0.9980580806732178
3	5	1000	4	(0,)	815.4000000000063	1.1102068424224854	(0,)	815.4000000000102	815.4000000000068	1000	0.03735995292663574	1.0100228786468506
4	5	1000	4	(0,)	910.1999999999939	1.1324408054351807	(0,)	910.1999999999796	910.1999999999889	996	0.06898903846740723	0.6314949989318848
1	10	100	0	(3,)	11.87356904565664	2.440448045730591	(3,)	11.87356904565669	11.87356904565664	100	0.007305145263671875	0.9919891357421875
2	10	100	0	(3,)	58.800000000000026	1.364001750946045	(3,)	58.80000000000008	58.800000000000026	100	0.007330894470214844	1.0552740097045898
3	10	100	0	(3,)	74.69999999999996	1.579272985458374	(3,)	74.69999999999992	72.69999999999996	98	0.0073812007904052734	1.3817291259765625
4	10	100	0	(3,)	79.6	1.7674009799957275	(3,)	79.60000000000016	77.6	98	0.007228851318359375	1.6742758750915527
1	10	100	1	(4,)	11.561079377389243	3.186415195465088	(4,)	11.561079377389254	11.561079377389243	100	0.00710606575012207	1.3414990901947021
2	10	100	1	(9,)	62.00000000000006	1.6362030506134033	(9,)	62.80000000000008	59.800000000000054	97	0.007130146026611328	1.2211449146270752
3	10	100	1	(9,)	73.99999999999994	1.899035930633545	(9,)	74.69999999999992	71.69999999999995	97	0.007157087326049805	1.6552791595458984
4	10	100	1	(9,)	82.00000000000001	2.1952757835388184	(9,)	82.60000000000016	79.60000000000001	97	0.0070629119873046875	1.9798550605773926
1	10	100	2	(9,)	11.603222668664765	3.089745283126831	(9,)	11.603222668664811	11.603222668664765	100	0.00677800178527832	1.1053810119628906
2	10	100	2	(4,)	62.60000000000002	1.4887640476226807	(4,)	63.400000000000105	61.40000000000002	98	0.006860971450805664	1.116330862045288
3	10	100	2	(2,)	73.49999999999994	1.7697210311889648	(2,)	74.1999999999999	73.19999999999995	99	0.0068302154541015625	1.540696144104004
4	10	100	2	(2,)	78.00000000000001	2.0066580772399902	(2,)	79.20000000000019	77.2	98	0.006840229034423828	1.8967061042785645
1	10	100	3	(3,)	10.976714917776059	3.6230080127716064	(3,)	10.976714917776109	10.976714917776059	100	0.007358074188232422	1.4040040969848633
2	10	100	3	(2,)	61.200000000000024	1.8423547744750977	(2,)	61.20000000000009	61.200000000000024	100	0.007420063018798828	1.3671760559082031
3	10	100	3	(9,)	70.99999999999996	2.1281962394714355	(9,)	70.99999999999991	70.99999999999996	100	0.0077838897705078125	1.8796229362487793
4	10	100	3	(9,)	80.0	2.487710952758789	(9,)	80.00000000000017	79.0	99	0.007763862609863281	2.2968807220458984
1	10	100	4	(7,)	11.7857273082703	4.238147974014282	(7,)	11.785727308270351	11.7857273082703	100	0.007538795471191406	1.6960577964782715
2	10	100	4	(0,)	61.40000000000002	2.1593310832977295	(0,)	61.40000000000008	61.40000000000002	100	0.0076906681060791016	1.822699785232544
3	10	100	4	(0,)	73.09999999999997	2.5622317790985107	(0,)	73.09999999999992	73.09999999999997	100	0.007516384124755859	2.2708332538604736
4	10	100	4	(0,)	79.80000000000001	2.9344370365142822	(0,)	79.80000000000015	78.80000000000001	99	0.007573127746582031	2.7338168621063232
1	6	1000	0	(3,)	175.2482994620005	1.8373377323150635	(3,)	180.5816327953307	173.58163279533386	990	0.04262399673461914	0.8863468170166016
2	6	1000	0	(5,)	625.666666666667	1.6949529647827148	(5,)	626.3333333333509	625.3333333333336	999	0.04231381416320801	1.517838716506958
3	6	1000	0	(0,)	756.0	1.7653303146362305	(0,)	756.0	755.0	999	0.04237508773803711	1.712792158126831
4	6	1000	0	(0,)	843.9999999999955	1.8147382736206055	(0,)	843.9999999999823	843.9999999999949	1000	0.04201793670654297	1.6098790168762207
1	6	1000	1	(5,)	177.67873882939654	1.8146998882293701	(5,)	181.76207216272712	176.7620721627299	995	0.04200410842895508	0.8735260963439941
2	6	1000	1	(5,)	618.333333333332	1.6709728240966797	(5,)	618.3333333333521	618.3333333333321	1000	0.04136085510253906	1.4660170078277588
3	6	1000	1	(3,)	753.5	1.7238678932189941	(3,)	754.0	752.0	998	0.041689157485961914	1.663609266281128
4	6	1000	1	(3,)	839.3333333333284	1.7831799983978271	(3,)	839.3333333333152	839.3333333333283	1000	0.04168295860290527	1.5506041049957275
1	6	1000	2	(1,)	170.95325276575252	1.8668909072875977	(1,)	170.95325276574954	170.95325276575252	999	0.07372784614562988	0.937187671661377
2	6	1000	2	(0,)	634.6666666666677	1.7128000259399414	(0,)	635.3333333333503	633.3333333333343	998	0.04225015640258789	1.5481340885162354
3	6	1000	2	(0,)	761.5	1.7953548431396484	(0,)	763.0	759.0	996	0.04288315773010254	1.7396140098571777
4	6	1000	2	(0,)	848.3333333333284	1.8576741218566895	(0,)	850.3333333333165	843.3333333333286	993	0.04300069808959961	1.6373157501220703
1	6	1000	3	(0,)	170.27540585034095	1.8316450119018555	(0,)	170.27540585033867	170.27540585034095	1000	0.04240989685058594	0.8694448471069336
2	6	1000	3	(0,)	632.3333333333339	1.6762809753417969	(0,)	638.333333333351	626.3333333333335	988	0.041563987731933594	1.4761388301849365
3	6	1000	3	(0, 1)	746.5	1.7448508739471436	(0, 1)	746.5	746.5	1000	0.042294979095458984	1.6881577968597412
4	6	1000	3	(0,)	838.6666666666624	1.8011820316314697	(0,)	838.6666666666487	838.666666666662	1000	0.04228782653808594	1.5773661136627197
1	6	1000	4	(4,)	172.89197988762254	1.7703752517700195	(4,)	175.05864655428704	172.05864655428923	997	0.04199481010437012	0.8473389148712158
2	6	1000	4	(3,)	628.333333333333	1.650683879852295	(3,)	635.666666666684	616.666666666666	981	0.04238414764404297	1.4630961418151855
3	6	1000	4	(3,)	755.5	1.676706075668335	(3,)	760.0	746.0	985	0.041806697845458984	1.6053266525268555
4	6	1000	4	(3,)	842.6666666666624	1.7415177822113037	(3,)	843.666666666649	837.6666666666619	992	0.04143691062927246	1.4948647022247314
